id_depto_indec_residencia;departamento_residencia;id_prov_indec_residencia;provincia_residencia;anio_min;evento;id_grupo_etario;grupo_etario;sepi_min;cantidad
005;COMUNA 5;02;CABA;2023;Dengue;6;De 10 a 14 años;1;1
140;San Fernando;22;Chaco;2023;Dengue;8;De 20 a 24 años;1;1
028;Capital;54;Misiones;2023;Dengue;11;De 45 a 65 años;1;1
140;San Fernando;22;Chaco;2023;Dengue;5;De 5 a 9 años;1;2
009;COMUNA 9;02;CABA;2023;Dengue;11;De 45 a 65 años;1;1
140;San Fernando;22;Chaco;2023;Dengue;10;De 35 a 44 años;1;2
515;Malvinas Argentinas;06;Buenos Aires;2023;Dengue;12;Mayores de 65 años;1;1
004;COMUNA 4;02;CABA;2023;Dengue;5;De 5 a 9 años;1;1
005;COMUNA 5;02;CABA;2023;Dengue;11;De 45 a 65 años;1;1
077;Libertad;22;Chaco;2023;Dengue;10;De 35 a 44 años;1;1
140;San Fernando;22;Chaco;2023;Dengue;9;De 25 a 34 años;1;6
098;Río Cuarto;14;Córdoba;2023;Dengue;11;De 45 a 65 años;1;1
028;Avellaneda;86;Santiago del Estero;2023;Dengue;9;De 25 a 34 años;1;1
140;San Fernando;22;Chaco;2023;Dengue;11;De 45 a 65 años;1;3
028;Guaymallén;50;Mendoza;2023;Dengue;10;De 35 a 44 años;1;1
028;Capital;54;Misiones;2023;Dengue;9;De 25 a 34 años;1;1
013;COMUNA 13;02;CABA;2023;Dengue;9;De 25 a 34 años;1;1
412;José C. Paz;06;Buenos Aires;2023;Dengue;8;De 20 a 24 años;1;1
021;Comandante Fernández;22;Chaco;2023;Dengue;2;Posneonato (29 hasta 365 días);1;1
999;desconocido;99;desconocida;2023;Dengue;11;De 45 a 65 años;1;1
014;Capital;14;Córdoba;2023;Dengue;10;De 35 a 44 años;1;1
140;San Fernando;22;Chaco;2023;Dengue;6;De 10 a 14 años;1;1
001;COMUNA 1;02;CABA;2023;Dengue;12;Mayores de 65 años;2;1
014;Capital;14;Córdoba;2023;Dengue;10;De 35 a 44 años;2;1
084;Libertador General San Martín;22;Chaco;2023;Dengue;10;De 35 a 44 años;2;1
028;Chacabuco;22;Chaco;2023;Dengue;11;De 45 a 65 años;2;1
084;Libertador General San Martín;22;Chaco;2023;Dengue;8;De 20 a 24 años;2;1
098;Río Cuarto;14;Córdoba;2023;Dengue;10;De 35 a 44 años;2;1
539;Merlo;06;Buenos Aires;2023;Dengue;7;De 15 a 19 años;2;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;9;De 25 a 34 años;2;1
013;COMUNA 13;02;CABA;2023;Dengue;10;De 35 a 44 años;2;1
001;COMUNA 1;02;CABA;2023;Dengue;5;De 5 a 9 años;2;1
084;Rosario;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;2;1
084;Libertador General San Martín;22;Chaco;2023;Dengue;5;De 5 a 9 años;2;1
140;San Fernando;22;Chaco;2023;Dengue;11;De 45 a 65 años;2;1
140;San Fernando;22;Chaco;2023;Dengue;4;De 2 a 4 años;2;1
021;Laishi;34;Formosa;2023;Dengue;10;De 35 a 44 años;2;1
070;Goya;18;Corrientes;2023;Dengue;5;De 5 a 9 años;2;1
140;San Fernando;22;Chaco;2023;Dengue;12;Mayores de 65 años;2;1
007;COMUNA 7;02;CABA;2023;Dengue;11;De 45 a 65 años;2;1
009;COMUNA 9;02;CABA;2023;Dengue;10;De 35 a 44 años;2;1
001;COMUNA 1;02;CABA;2023;Dengue;10;De 35 a 44 años;2;1
539;Merlo;06;Buenos Aires;2023;Dengue;8;De 20 a 24 años;3;1
006;COMUNA 6;02;CABA;2023;Dengue;8;De 20 a 24 años;3;1
014;Formosa;34;Formosa;2023;Dengue;11;De 45 a 65 años;3;1
049;Capital;86;Santiago del Estero;2023;Dengue;5;De 5 a 9 años;3;1
014;Formosa;34;Formosa;2023;Dengue;7;De 15 a 19 años;3;3
084;Rosario;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;3;1
749;San Fernando;06;Buenos Aires;2023;Dengue;9;De 25 a 34 años;3;1
539;Merlo;06;Buenos Aires;2023;Dengue;10;De 35 a 44 años;3;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;11;De 45 a 65 años;3;1
049;General Obligado;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;3;1
028;Guaymallén;50;Mendoza;2023;Dengue;11;De 45 a 65 años;3;1
049;General Obligado;82;Santa Fe;2023;Dengue;8;De 20 a 24 años;3;2
084;Libertador General San Martín;22;Chaco;2023;Dengue;6;De 10 a 14 años;3;1
084;Rosario;82;Santa Fe;2023;Dengue;9;De 25 a 34 años;3;1
021;Comandante Fernández;22;Chaco;2023;Dengue;11;De 45 a 65 años;3;1
001;COMUNA 1;02;CABA;2023;Dengue;11;De 45 a 65 años;3;1
049;Capital;86;Santiago del Estero;2023;Dengue;8;De 20 a 24 años;3;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;9;De 25 a 34 años;3;1
427;La Matanza;06;Buenos Aires;2023;Dengue;5;De 5 a 9 años;3;1
371;General San Martín;06;Buenos Aires;2023;Dengue;8;De 20 a 24 años;4;1
042;Pilagás;34;Formosa;2023;Dengue;11;De 45 a 65 años;4;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;6;De 10 a 14 años;4;1
007;COMUNA 7;02;CABA;2023;Dengue;9;De 25 a 34 años;4;1
410;Ituzaingó;06;Buenos Aires;2023;Dengue;9;De 25 a 34 años;4;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;3;De 13 a 24 meses;4;1
274;Florencio Varela;06;Buenos Aires;2023;Dengue;10;De 35 a 44 años;4;1
756;San Isidro;06;Buenos Aires;2023;Dengue;11;De 45 a 65 años;4;1
126;Orán;66;Salta;2023;Dengue;7;De 15 a 19 años;4;1
035;Ledesma;38;Jujuy;2023;Dengue;11;De 45 a 65 años;4;1
049;General Obligado;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;4;3
140;San Justo;14;Córdoba;2023;Dengue;10;De 35 a 44 años;4;1
049;General Obligado;82;Santa Fe;2023;Dengue;7;De 15 a 19 años;4;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;12;Mayores de 65 años;4;2
056;Grl. José de San Martín;66;Salta;2023;Dengue;9;De 25 a 34 años;4;3
063;San Pedro;38;Jujuy;2023;Dengue;7;De 15 a 19 años;4;1
021;Colón;14;Córdoba;2023;Dengue;9;De 25 a 34 años;4;1
084;Rosario;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;4;1
049;General Obligado;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;4;6
056;Grl. José de San Martín;66;Salta;2023;Dengue;11;De 45 a 65 años;4;1
140;San Fernando;22;Chaco;2023;Dengue;12;Mayores de 65 años;4;1
490;Lomas de Zamora;06;Buenos Aires;2023;Dengue;10;De 35 a 44 años;4;1
063;Iguazú;54;Misiones;2023;Dengue;11;De 45 a 65 años;4;1
434;Lanús;06;Buenos Aires;2023;Dengue;9;De 25 a 34 años;4;1
011;COMUNA 11;02;CABA;2023;Dengue;11;De 45 a 65 años;4;1
049;General Obligado;82;Santa Fe;2023;Dengue;9;De 25 a 34 años;4;3
028;Chacabuco;22;Chaco;2023;Dengue;5;De 5 a 9 años;4;1
035;Ledesma;38;Jujuy;2023;Dengue;11;De 45 a 65 años;5;2
063;Lules;90;Tucumán;2023;Dengue;10;De 35 a 44 años;5;8
999;desconocido;99;desconocida;2023;Dengue;7;De 15 a 19 años;5;1
049;General Obligado;82;Santa Fe;2023;Dengue;4;De 2 a 4 años;5;1
001;COMUNA 1;02;CABA;2023;Dengue;11;De 45 a 65 años;5;1
063;Lules;90;Tucumán;2023;Dengue;11;De 45 a 65 años;5;5
028;Capital;66;Salta;2023;Dengue;11;De 45 a 65 años;5;1
007;COMUNA 7;02;CABA;2023;Dengue;10;De 35 a 44 años;5;2
056;Grl. José de San Martín;66;Salta;2023;Dengue;9;De 25 a 34 años;5;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;6;De 10 a 14 años;5;2
049;General Obligado;82;Santa Fe;2023;Dengue;12;Mayores de 65 años;5;5
021;Comandante Fernández;22;Chaco;2023;Dengue;12;Mayores de 65 años;5;1
427;La Matanza;06;Buenos Aires;2023;Dengue;11;De 45 a 65 años;5;2
084;Capital;90;Tucumán;2023;Dengue;11;De 45 a 65 años;5;4
063;Lules;90;Tucumán;2023;Dengue;5;De 5 a 9 años;5;1
009;COMUNA 9;02;CABA;2023;Dengue;9;De 25 a 34 años;5;1
035;Ledesma;38;Jujuy;2023;Dengue;10;De 35 a 44 años;5;1
119;Yerba Buena;90;Tucumán;2023;Dengue;8;De 20 a 24 años;5;1
021;Comandante Fernández;22;Chaco;2023;Dengue;6;De 10 a 14 años;5;1
028;Capital;66;Salta;2023;Dengue;10;De 35 a 44 años;5;1
999;desconocido;99;desconocida;2023;Dengue;5;De 5 a 9 años;5;1
035;Ledesma;38;Jujuy;2023;Dengue;7;De 15 a 19 años;5;1
028;Capital;66;Salta;2023;Dengue;8;De 20 a 24 años;5;1
011;COMUNA 11;02;CABA;2023;Dengue;10;De 35 a 44 años;5;1
084;Guasayán;86;Santiago del Estero;2023;Dengue;6;De 10 a 14 años;5;1
084;Capital;90;Tucumán;2023;Dengue;7;De 15 a 19 años;5;2
140;San Fernando;22;Chaco;2023;Dengue;10;De 35 a 44 años;5;1
049;General Obligado;82;Santa Fe;2023;Dengue;6;De 10 a 14 años;5;4
084;Capital;90;Tucumán;2023;Dengue;8;De 20 a 24 años;5;1
008;COMUNA 8;02;CABA;2023;Dengue;11;De 45 a 65 años;5;1
063;Lules;90;Tucumán;2023;Dengue;9;De 25 a 34 años;5;6
084;Capital;90;Tucumán;2023;Dengue;9;De 25 a 34 años;5;4
140;San Fernando;22;Chaco;2023;Dengue;7;De 15 a 19 años;5;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;11;De 45 a 65 años;5;3
049;General Obligado;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;5;14
056;Grl. José de San Martín;66;Salta;2023;Dengue;8;De 20 a 24 años;5;2
021;Comandante Fernández;22;Chaco;2023;Dengue;8;De 20 a 24 años;5;1
009;COMUNA 9;02;CABA;2023;Dengue;12;Mayores de 65 años;5;1
004;COMUNA 4;02;CABA;2023;Dengue;10;De 35 a 44 años;5;1
001;COMUNA 1;02;CABA;2023;Dengue;4;De 2 a 4 años;5;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;2;Posneonato (29 hasta 365 días);5;1
260;Esteban Echeverría;06;Buenos Aires;2023;Dengue;11;De 45 a 65 años;5;1
119;Yerba Buena;90;Tucumán;2023;Dengue;10;De 35 a 44 años;5;1
427;La Matanza;06;Buenos Aires;2023;Dengue;8;De 20 a 24 años;5;1
009;COMUNA 9;02;CABA;2023;Dengue;11;De 45 a 65 años;5;1
049;General Obligado;82;Santa Fe;2023;Dengue;9;De 25 a 34 años;5;11
007;COMUNA 7;02;CABA;2023;Dengue;4;De 2 a 4 años;5;1
084;Capital;90;Tucumán;2023;Dengue;6;De 10 a 14 años;5;2
035;Ledesma;38;Jujuy;2023;Dengue;9;De 25 a 34 años;5;1
021;Comandante Fernández;22;Chaco;2023;Dengue;7;De 15 a 19 años;5;1
063;San Pedro;38;Jujuy;2023;Dengue;11;De 45 a 65 años;5;1
011;COMUNA 11;02;CABA;2023;Dengue;11;De 45 a 65 años;5;1
063;Lules;90;Tucumán;2023;Dengue;7;De 15 a 19 años;5;1
007;COMUNA 7;02;CABA;2023;Dengue;9;De 25 a 34 años;5;1
084;Capital;90;Tucumán;2023;Dengue;5;De 5 a 9 años;5;1
140;San Justo;14;Córdoba;2023;Dengue;9;De 25 a 34 años;5;1
049;General Obligado;82;Santa Fe;2023;Dengue;7;De 15 a 19 años;5;2
049;General Obligado;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;5;9
091;Berazategui;06;Buenos Aires;2023;Dengue;9;De 25 a 34 años;5;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;10;De 35 a 44 años;5;2
063;La Capital;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;5;1
042;General López;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;5;1
014;Capital;14;Córdoba;2023;Dengue;10;De 35 a 44 años;5;1
049;General Obligado;82;Santa Fe;2023;Dengue;8;De 20 a 24 años;5;8
084;Rosario;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;5;1
001;COMUNA 1;02;CABA;2023;Dengue;9;De 25 a 34 años;5;1
003;COMUNA 3;02;CABA;2023;Dengue;9;De 25 a 34 años;5;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;5;De 5 a 9 años;5;1
084;Capital;90;Tucumán;2023;Dengue;10;De 35 a 44 años;5;2
028;Capital;54;Misiones;2023;Dengue;11;De 45 a 65 años;5;1
014;Capital;14;Córdoba;2023;Dengue;11;De 45 a 65 años;5;1
002;COMUNA 2;02;CABA;2023;Dengue;8;De 20 a 24 años;5;1
011;COMUNA 11;02;CABA;2023;Dengue;12;Mayores de 65 años;5;1
049;General Obligado;82;Santa Fe;2023;Dengue;5;De 5 a 9 años;5;2
049;General Obligado;82;Santa Fe;2023;Dengue;4;De 2 a 4 años;6;4
084;Capital;90;Tucumán;2023;Dengue;11;De 45 a 65 años;6;13
084;Capital;90;Tucumán;2023;Dengue;9;De 25 a 34 años;6;14
049;General Obligado;82;Santa Fe;2023;Dengue;9;De 25 a 34 años;6;53
084;Capital;90;Tucumán;2023;Dengue;12;Mayores de 65 años;6;3
056;Grl. José de San Martín;66;Salta;2023;Dengue;5;De 5 a 9 años;6;7
999;desconocido;99;desconocida;2023;Dengue;9;De 25 a 34 años;6;1
035;Ledesma;38;Jujuy;2023;Dengue;5;De 5 a 9 años;6;1
084;Rosario;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;6;3
063;Lules;90;Tucumán;2023;Dengue;7;De 15 a 19 años;6;13
035;Ledesma;38;Jujuy;2023;Dengue;11;De 45 a 65 años;6;5
063;General Güemes;22;Chaco;2023;Dengue;11;De 45 a 65 años;6;1
035;Ledesma;38;Jujuy;2023;Dengue;10;De 35 a 44 años;6;4
036;12 de Octubre;22;Chaco;2023;Dengue;9;De 25 a 34 años;6;1
063;Lules;90;Tucumán;2023;Dengue;5;De 5 a 9 años;6;6
035;Confluencia;58;Neuquén;2023;Dengue;6;De 10 a 14 años;6;1
490;Lomas de Zamora;06;Buenos Aires;2023;Dengue;7;De 15 a 19 años;6;1
568;Morón;06;Buenos Aires;2023;Dengue;5;De 5 a 9 años;6;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;8;De 20 a 24 años;6;5
084;Capital;90;Tucumán;2023;Dengue;4;De 2 a 4 años;6;4
042;Pilagás;34;Formosa;2023;Dengue;8;De 20 a 24 años;6;1
427;La Matanza;06;Buenos Aires;2023;Dengue;10;De 35 a 44 años;6;2
056;Grl. José de San Martín;66;Salta;2023;Dengue;4;De 2 a 4 años;6;1
009;COMUNA 9;02;CABA;2023;Dengue;8;De 20 a 24 años;6;1
441;La Plata;06;Buenos Aires;2023;Dengue;6;De 10 a 14 años;6;1
009;COMUNA 9;02;CABA;2023;Dengue;5;De 5 a 9 años;6;1
126;Orán;66;Salta;2023;Dengue;3;De 13 a 24 meses;6;1
126;Orán;66;Salta;2023;Dengue;6;De 10 a 14 años;6;4
028;Chacabuco;22;Chaco;2023;Dengue;10;De 35 a 44 años;6;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;9;De 25 a 34 años;6;9
049;General Obligado;82;Santa Fe;2023;Dengue;7;De 15 a 19 años;6;22
126;Orán;66;Salta;2023;Dengue;10;De 35 a 44 años;6;5
063;La Capital;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;6;1
009;COMUNA 9;02;CABA;2023;Dengue;11;De 45 a 65 años;6;1
035;Ledesma;38;Jujuy;2023;Dengue;12;Mayores de 65 años;6;1
001;COMUNA 1;02;CABA;2023;Dengue;7;De 15 a 19 años;6;1
126;Orán;66;Salta;2023;Dengue;4;De 2 a 4 años;6;1
049;General Güemes;66;Salta;2023;Dengue;10;De 35 a 44 años;6;2
126;Orán;66;Salta;2023;Dengue;9;De 25 a 34 años;6;2
049;General Obligado;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;6;47
035;Ledesma;38;Jujuy;2023;Dengue;9;De 25 a 34 años;6;3
056;Pirané;34;Formosa;2023;Dengue;10;De 35 a 44 años;6;1
840;Tres de Febrero;06;Buenos Aires;2023;Dengue;9;De 25 a 34 años;6;1
049;General Obligado;82;Santa Fe;2023;Dengue;8;De 20 a 24 años;6;24
084;Capital;90;Tucumán;2023;Dengue;7;De 15 a 19 años;6;3
084;Capital;90;Tucumán;2023;Dengue;5;De 5 a 9 años;6;6
001;COMUNA 1;02;CABA;2023;Dengue;6;De 10 a 14 años;6;2
049;Capital;86;Santiago del Estero;2023;Dengue;9;De 25 a 34 años;6;1
049;General Obligado;82;Santa Fe;2023;Dengue;3;De 13 a 24 meses;6;1
010;COMUNA 10;02;CABA;2023;Dengue;12;Mayores de 65 años;6;1
999;desconocido;90;Tucumán;2023;Dengue;4;De 2 a 4 años;6;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;11;De 45 a 65 años;6;8
021;Comandante Fernández;22;Chaco;2023;Dengue;8;De 20 a 24 años;6;1
084;Rosario;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;6;1
049;General Güemes;66;Salta;2023;Dengue;6;De 10 a 14 años;6;1
042;Pilagás;34;Formosa;2023;Dengue;6;De 10 a 14 años;6;1
049;General Güemes;66;Salta;2023;Dengue;11;De 45 a 65 años;6;1
063;Lules;90;Tucumán;2023;Dengue;9;De 25 a 34 años;6;29
049;General Obligado;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;6;84
063;San Pedro;38;Jujuy;2023;Dengue;10;De 35 a 44 años;6;1
035;Ledesma;38;Jujuy;2023;Dengue;7;De 15 a 19 años;6;2
063;Lules;90;Tucumán;2023;Dengue;4;De 2 a 4 años;6;1
126;Orán;66;Salta;2023;Dengue;11;De 45 a 65 años;6;9
126;Orán;66;Salta;2023;Dengue;12;Mayores de 65 años;6;1
063;Lules;90;Tucumán;2023;Dengue;6;De 10 a 14 años;6;9
091;Berazategui;06;Buenos Aires;2023;Dengue;9;De 25 a 34 años;6;1
007;COMUNA 7;02;CABA;2023;Dengue;7;De 15 a 19 años;6;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;6;De 10 a 14 años;6;3
091;San Cristóbal;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;6;1
084;Capital;90;Tucumán;2023;Dengue;8;De 20 a 24 años;6;6
042;Pilagás;34;Formosa;2023;Dengue;9;De 25 a 34 años;6;1
007;Burruyacú;90;Tucumán;2023;Dengue;7;De 15 a 19 años;6;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;7;De 15 a 19 años;6;6
063;Lules;90;Tucumán;2023;Dengue;12;Mayores de 65 años;6;2
004;COMUNA 4;02;CABA;2023;Dengue;7;De 15 a 19 años;6;1
049;General Obligado;82;Santa Fe;2023;Dengue;12;Mayores de 65 años;6;24
119;Yerba Buena;90;Tucumán;2023;Dengue;9;De 25 a 34 años;6;1
014;Cruz Alta;90;Tucumán;2023;Dengue;9;De 25 a 34 años;6;1
084;Capital;90;Tucumán;2023;Dengue;6;De 10 a 14 años;6;8
999;desconocido;90;Tucumán;2023;Dengue;5;De 5 a 9 años;6;2
042;Pilagás;34;Formosa;2023;Dengue;11;De 45 a 65 años;6;1
126;Orán;66;Salta;2023;Dengue;8;De 20 a 24 años;6;2
063;Lules;90;Tucumán;2023;Dengue;10;De 35 a 44 años;6;17
805;Tigre;06;Buenos Aires;2023;Dengue;5;De 5 a 9 años;6;1
063;San Pedro;38;Jujuy;2023;Dengue;12;Mayores de 65 años;6;1
002;COMUNA 2;02;CABA;2023;Dengue;9;De 25 a 34 años;6;1
001;COMUNA 1;02;CABA;2023;Dengue;11;De 45 a 65 años;6;1
427;La Matanza;06;Buenos Aires;2023;Dengue;9;De 25 a 34 años;6;1
063;Lules;90;Tucumán;2023;Dengue;8;De 20 a 24 años;6;10
007;Anta;66;Salta;2023;Dengue;10;De 35 a 44 años;6;1
011;COMUNA 11;02;CABA;2023;Dengue;12;Mayores de 65 años;6;1
007;Río Grande;94;Tierra del Fuego;2023;Dengue;10;De 35 a 44 años;6;1
012;COMUNA 12;02;CABA;2023;Dengue;11;De 45 a 65 años;6;2
126;Orán;66;Salta;2023;Dengue;7;De 15 a 19 años;6;5
007;COMUNA 7;02;CABA;2023;Dengue;9;De 25 a 34 años;6;1
021;Comandante Fernández;22;Chaco;2023;Dengue;9;De 25 a 34 años;6;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;10;De 35 a 44 años;6;1
049;General Obligado;82;Santa Fe;2023;Dengue;6;De 10 a 14 años;6;14
035;Ledesma;38;Jujuy;2023;Dengue;8;De 20 a 24 años;6;1
007;COMUNA 7;02;CABA;2023;Dengue;11;De 45 a 65 años;6;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;12;Mayores de 65 años;6;1
084;Capital;90;Tucumán;2023;Dengue;10;De 35 a 44 años;6;11
049;General Obligado;82;Santa Fe;2023;Dengue;5;De 5 a 9 años;6;14
063;Lules;90;Tucumán;2023;Dengue;11;De 45 a 65 años;6;20
119;Yerba Buena;90;Tucumán;2023;Dengue;7;De 15 a 19 años;7;2
084;Capital;90;Tucumán;2023;Dengue;6;De 10 a 14 años;7;13
049;Capital;86;Santiago del Estero;2023;Dengue;7;De 15 a 19 años;7;1
490;Lomas de Zamora;06;Buenos Aires;2023;Dengue;7;De 15 a 19 años;7;2
049;General Obligado;82;Santa Fe;2023;Dengue;9;De 25 a 34 años;7;40
021;Capital;18;Corrientes;2023;Dengue;11;De 45 a 65 años;7;1
035;Ledesma;38;Jujuy;2023;Dengue;6;De 10 a 14 años;7;2
126;Orán;66;Salta;2023;Dengue;7;De 15 a 19 años;7;5
056;Grl. José de San Martín;66;Salta;2023;Dengue;11;De 45 a 65 años;7;15
063;Lules;90;Tucumán;2023;Dengue;6;De 10 a 14 años;7;15
063;Lules;90;Tucumán;2023;Dengue;11;De 45 a 65 años;7;21
014;Capital;14;Córdoba;2023;Dengue;11;De 45 a 65 años;7;3
042;Pilagás;34;Formosa;2023;Dengue;9;De 25 a 34 años;7;1
084;Capital;90;Tucumán;2023;Dengue;12;Mayores de 65 años;7;2
049;General Güemes;66;Salta;2023;Dengue;8;De 20 a 24 años;7;3
009;COMUNA 9;02;CABA;2023;Dengue;10;De 35 a 44 años;7;2
001;COMUNA 1;02;CABA;2023;Dengue;12;Mayores de 65 años;7;1
126;Orán;66;Salta;2023;Dengue;8;De 20 a 24 años;7;2
056;Grl. José de San Martín;66;Salta;2023;Dengue;5;De 5 a 9 años;7;8
084;Capital;90;Tucumán;2023;Dengue;9;De 25 a 34 años;7;10
049;General Güemes;66;Salta;2023;Dengue;12;Mayores de 65 años;7;1
049;General Obligado;82;Santa Fe;2023;Dengue;8;De 20 a 24 años;7;20
049;General Obligado;82;Santa Fe;2023;Dengue;12;Mayores de 65 años;7;16
119;Yerba Buena;90;Tucumán;2023;Dengue;10;De 35 a 44 años;7;1
063;Choya;86;Santiago del Estero;2023;Dengue;9;De 25 a 34 años;7;1
035;Ledesma;38;Jujuy;2023;Dengue;9;De 25 a 34 años;7;11
077;9 de Julio;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;7;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;6;De 10 a 14 años;7;7
084;Rosario;82;Santa Fe;2023;Dengue;8;De 20 a 24 años;7;2
056;Pirané;34;Formosa;2023;Dengue;6;De 10 a 14 años;7;1
049;General Güemes;66;Salta;2023;Dengue;7;De 15 a 19 años;7;1
077;9 de Julio;82;Santa Fe;2023;Dengue;8;De 20 a 24 años;7;1
009;COMUNA 9;02;CABA;2023;Dengue;9;De 25 a 34 años;7;2
014;Capital;14;Córdoba;2023;Dengue;9;De 25 a 34 años;7;3
126;Orán;66;Salta;2023;Dengue;9;De 25 a 34 años;7;8
084;Capital;90;Tucumán;2023;Dengue;10;De 35 a 44 años;7;14
063;Lules;90;Tucumán;2023;Dengue;8;De 20 a 24 años;7;11
371;General San Martín;06;Buenos Aires;2023;Dengue;11;De 45 a 65 años;7;1
119;Yerba Buena;90;Tucumán;2023;Dengue;9;De 25 a 34 años;7;1
434;Lanús;06;Buenos Aires;2023;Dengue;9;De 25 a 34 años;7;1
035;Ledesma;38;Jujuy;2023;Dengue;11;De 45 a 65 años;7;14
056;Grl. José de San Martín;66;Salta;2023;Dengue;9;De 25 a 34 años;7;14
003;COMUNA 3;02;CABA;2023;Dengue;10;De 35 a 44 años;7;1
056;Grl. José de San Martín;66;Salta;2023;Dengue;2;Posneonato (29 hasta 365 días);7;1
035;Ledesma;38;Jujuy;2023;Dengue;12;Mayores de 65 años;7;6
077;Río Chico;90;Tucumán;2023;Dengue;6;De 10 a 14 años;7;1
999;desconocido;99;desconocida;2023;Dengue;9;De 25 a 34 años;7;1
070;Monteros;90;Tucumán;2023;Dengue;10;De 35 a 44 años;7;1
840;Tres de Febrero;06;Buenos Aires;2023;Dengue;11;De 45 a 65 años;7;1
042;Pilagás;34;Formosa;2023;Dengue;7;De 15 a 19 años;7;1
077;9 de Julio;82;Santa Fe;2023;Dengue;9;De 25 a 34 años;7;2
427;La Matanza;06;Buenos Aires;2023;Dengue;10;De 35 a 44 años;7;1
028;Capital;66;Salta;2023;Dengue;9;De 25 a 34 años;7;1
999;desconocido;99;desconocida;2023;Dengue;10;De 35 a 44 años;7;1
049;General Güemes;66;Salta;2023;Dengue;10;De 35 a 44 años;7;1
063;La Capital;82;Santa Fe;2023;Dengue;10;De 35 a 44 años;7;1
021;Castellanos;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;7;3
014;Cruz Alta;90;Tucumán;2023;Dengue;11;De 45 a 65 años;7;1
035;Ledesma;38;Jujuy;2023;Dengue;8;De 20 a 24 años;7;2
063;Lules;90;Tucumán;2023;Dengue;9;De 25 a 34 años;7;19
119;Yerba Buena;90;Tucumán;2023;Dengue;6;De 10 a 14 años;7;1
011;COMUNA 11;02;CABA;2023;Dengue;11;De 45 a 65 años;7;1
011;COMUNA 11;02;CABA;2023;Dengue;12;Mayores de 65 años;7;2
009;COMUNA 9;02;CABA;2023;Dengue;6;De 10 a 14 años;7;2
011;COMUNA 11;02;CABA;2023;Dengue;9;De 25 a 34 años;7;2
049;General Obligado;82;Santa Fe;2023;Dengue;7;De 15 a 19 años;7;13
049;General Obligado;82;Santa Fe;2023;Dengue;4;De 2 a 4 años;7;3
049;General Güemes;66;Salta;2023;Dengue;11;De 45 a 65 años;7;3
091;Berazategui;06;Buenos Aires;2023;Dengue;11;De 45 a 65 años;7;2
063;Lules;90;Tucumán;2023;Dengue;4;De 2 a 4 años;7;2
126;Orán;66;Salta;2023;Dengue;6;De 10 a 14 años;7;4
028;Capital;66;Salta;2023;Dengue;10;De 35 a 44 años;7;1
001;COMUNA 1;02;CABA;2023;Dengue;10;De 35 a 44 años;7;1
049;General Obligado;82;Santa Fe;2023;Dengue;6;De 10 a 14 años;7;10
014;Capital;14;Córdoba;2023;Dengue;8;De 20 a 24 años;7;1
014;Cruz Alta;90;Tucumán;2023;Dengue;10;De 35 a 44 años;7;1
028;Capital;66;Salta;2023;Dengue;12;Mayores de 65 años;7;1
126;Orán;66;Salta;2023;Dengue;10;De 35 a 44 años;7;6
126;Orán;66;Salta;2023;Dengue;5;De 5 a 9 años;7;2
133;Vera;82;Santa Fe;2023;Dengue;11;De 45 a 65 años;7;2
007;COMUNA 7;02;CABA;2023;Dengue;10;De 35 a 44 años;7;1
